,,,mean,2.5%,97.5%,counts
Control,Age,25-34,-0.8442240501771646,-1.8352067003346753,0.1616700726307765,249
Control,Age,35-44,0.4668102172003418,-0.7259126119144451,1.6597930147420248,226
Control,Age,45-54,0.9094739028343799,-0.3352298297335489,2.21336595162262,97
Control,Age,55-64,0.3039419076084201,-1.0240383276770184,1.6478424031069838,75
Control,Age,65+,0.6460536954051901,-0.7942638728087466,2.0978989485860864,121
Control,Gender,Female,0.6786310151020772,-0.07154297941225451,1.4428338747478193,499
Control,Gender,Other,-2.132415738193633,-4.288748587056996,0.15706768574022856,9
Control,Education,Level-0,0.6285085877771309,-1.1706407458856276,2.422767664879635,52
Control,Education,Level-1,0.9675939756807914,-0.2794681194361236,2.230246454852357,301
Control,Education,Level-2,1.0414258380032952,-0.29350865925444675,2.3752356287236998,133
Control,Education,Level-3,0.6759478738678931,-0.5859157397165272,1.8897166642306993,234
Control,Education,Other,0.8164890222187177,-0.7043551261938453,2.3002945703953537,76
Control,Employment,Unemployed,-0.11111033676515082,-1.1001512079653093,0.8683672910379435,117
Control,Employment,Student,-0.2645720174398277,-1.452030519806951,0.9469619980722829,82
Control,Employment,Retired,0.24656160786607104,-1.0156894601481543,1.5395319665295997,110
Control,Employment,Other,0.7940852031841259,-0.32586515510659814,1.9544811553908774,79
Control,Religion,Jewish,0.018051028608641426,-2.3802148070350255,2.492769911042209,27
Control,Religion,Muslim,-0.14289354897476006,-1.7660721210091745,1.4699120350179429,57
Control,Religion,Atheist,0.4451174655109766,-0.8188334763132008,1.678938009564955,77
Control,Religion,Other,0.010477933005886982,-0.7875321380402432,0.8015023481094957,256
Control,Political,Democrat,-0.5246367631674959,-1.4699485676379236,0.4318422517843825,366
Control,Political,Other,0.1020798343331511,-0.762877102012947,0.9714544446892656,336
Control,Ethnicity,Hispanic,-0.65661733640594,-1.818245640797904,0.4904181247251247,101
Control,Ethnicity,Black,-0.02400945034952236,-0.9668868064230429,0.9151497780724178,143
Control,Ethnicity,Asian,-0.4013293518559915,-1.9370091083350014,1.0951491355756358,60
Control,Ethnicity,Other,0.8750364080965327,-0.3151444521594944,2.100700644025687,93
Control,Income,Level-0,1.2423985996697622,-0.1491096014621582,2.6577015173262093,178
Control,Income,Level-1,0.7286126799292025,-0.561128741093818,2.0102128120106255,191
Control,Income,Level-2,0.9561148748342704,-0.38642838601509644,2.3405382014733904,126
Control,Income,Level-3,0.5088904075049151,-0.7628527463251769,1.7887903178244413,208
Control,Income,Other,1.1706958441421784,-0.3735530638329457,2.704050666957347,71
Control,Trust:Television,Checked,-0.6781136257247345,-1.5811640586388993,0.2656825609684335,245
Control,Trust:Radio,Checked,-0.6364371026800727,-2.0423512573895293,0.694430852557644,134
Control,Trust:Newspapers,Checked,0.014189652905527953,-1.2043233646549925,1.2016443361022795,167
Control,Trust:White House Briefings,Checked,0.36754490381204113,-0.7555012012607192,1.5534484972257443,170
Control,Trust:State Govt. Briefings,Checked,-0.15075746559429928,-1.1396130419871708,0.8798872349756416,229
Control,Trust:National Health Authorities,Checked,0.19984700826599247,-0.5828837223784935,1.0281840769712778,435
Control,Trust:International Health Authorities,Checked,0.0804270126848847,-0.7817803605821885,0.9502514666346572,344
Control,Trust:Healthcare Workers,Checked,-0.4040779338905982,-1.2156634200834524,0.37392340683454023,500
Control,Trust:Scientists,Checked,0.013210091394893767,-0.8084458516124885,0.8626406493791131,389
Control,Trust:Govt. Websites,Checked,1.037193778166851,-0.11691157331359343,2.2066446773962642,206
Control,Trust:Social Media,Checked,-0.02026742409973667,-1.0911029349740928,1.061355898289412,183
Control,Trust:Celebrities,Checked,0.28762630141763434,-1.818203031882588,2.3566679208845027,56
Control,Trust:Search Engines,Checked,0.2461301514558494,-0.7229469371170216,1.2444901631294762,204
Control,Trust:Family and friends,Checked,-0.261739471588966,-1.1921715727186064,0.7291982761669069,183
Control,Trust:Work Guidelines,Checked,0.09611446744188491,-1.1085387744446007,1.308922246221313,119
Control,Trust:Other,Checked,0.818787600682885,-1.1527267375067525,3.0631299600577853,13
Control,Trust:None of these,Checked,0.3369574448223587,-0.695065450571747,1.3753270577019494,89
