,,,mean,2.5%,97.5%,counts
Control,Age,25-34,0.908593419502141,0.45070594612137593,1.6163390008169414,227
Control,Age,35-44,0.9946422856732309,0.4865520054675271,1.8437466406902823,190
Control,Age,45-54,0.8177694254216499,0.38122734685446036,1.540711920802192,162
Control,Age,55-64,0.5468149175668614,0.2354323963406848,1.0902742716439044,127
Control,Age,65+,0.8375064805980145,0.25008943132911304,2.074028048543537,154
Control,Gender,Female,0.9377436549707422,0.6470076201075495,1.3343483061371864,573
Control,Gender,Other,2.0352717599496266,0.3178679931801086,7.248841494192882,6
Control,Education,Level-0,1.2456248048591363,0.4419552975043435,2.7728576081748884,40
Control,Education,Level-1,0.8007496325660134,0.4366869555928823,1.332522047376869,276
Control,Education,Level-2,0.8371076938201979,0.4343935056409997,1.4597069646070848,190
Control,Education,Level-3,0.9681975444273189,0.5399877100464219,1.599845847012456,258
Control,Education,Other,0.9108779060410588,0.37029644920917454,1.8560440622991232,73
Control,Employment,Unemployed,1.63664460023341,0.7395605249597864,3.053273341676827,56
Control,Employment,Student,0.6027028309562719,0.21984356171976055,1.296270262209478,64
Control,Employment,Retired,0.7565656496920434,0.2714728464384728,1.6942182763295541,151
Control,Employment,Other,1.0135458419268313,0.5489010147727786,1.7157750025026113,110
Control,Religion,Jewish,5.8028852666083335,1.059681517783718,17.777096103052017,10
Control,Religion,Muslim,1.1414495471390422,0.3879436582504891,2.5751941894999337,34
Control,Religion,Atheist,1.004134966950533,0.6431473904366181,1.4818120552852738,342
Control,Religion,Other,1.3233862910317356,0.7912293935261611,2.0581997462140746,172
Control,Political,Labour,1.1131293576365608,0.6970767118790263,1.6955052655753642,350
Control,Political,Liberal-Democrat,0.8059315944847205,0.3782525526327436,1.4736006217300526,87
Control,Political,SNP,0.9103334848906258,0.3538221319572823,1.8953588078415509,44
Control,Political,Other,0.9048960310700866,0.5239772241673891,1.465584055860895,212
Control,Ethnicity,Black,2.0476148487681676,0.6990314738487383,4.590484949472748,27
Control,Ethnicity,Asian,0.7694837446422945,0.3738191891486602,1.3944541175446188,82
Control,Ethnicity,Other,1.3738890806319455,0.45374039846057146,3.393627702056766,19
Control,Income,Level-0,1.9076594590622324,0.9574055553334189,3.4669829051309815,154
